date,listing_id,reviewer_name,comments
2018-06-14T04:00:00.000Z,23171144,Amanda,"Lovely apartment, great location, great value,  spectacular view. We experienced a bit of a glitch with the booking but it wad remedied quickly and we were made to feel very welcome. Highly recommend the Caffe Amici downstairs (make sure you arrive hungry!)"
2018-06-16T04:00:00.000Z,23171144,Lisa,"We could not fault this property! Ideal location literally minutes from Darling Harbour, spotlessly clean and modern, prompt communication with the owner, straight forward check in, a beautiful outlook over the water to the Maritime Museum and plenty of space for our group booking of 4. 10 out of 10!"
2018-06-25T04:00:00.000Z,23171144,Erika,Very convenient.  Close to all major attractions 
2018-06-28T04:00:00.000Z,23171144,Alice,"Lovely place, beautiful view of Darling Harbour. Perfect stay for a free days in Sydney."
2018-07-01T04:00:00.000Z,23171144,Ben,Other than an issue with checkin on the day it was a great stay.
2018-07-05T04:00:00.000Z,23171144,Gail,Oriel was so responsive and accommodating! Beautiful place and close to everything!
2018-07-11T04:00:00.000Z,23171144,Kellie,"Fabulous location, so central to everything that piqued our interest. The apartment was spacious, well appointed and Oriel was great to deal with. Highly recommended."
2018-07-15T04:00:00.000Z,23171144,Keith,"Apartment was well located and within walking distance or close to public transport for everything we wanted to do. Unit was spacious, clean and tidy. We were 2 couples and the 2 bedroom/2bathrooms was ideal. Overall was perfect for what we were looking for, for a long weekend break."
2018-07-19T04:00:00.000Z,23171144,Uma,"Nice place to stay in Sydney, close to attractions."
2018-07-28T04:00:00.000Z,23171144,Christophe,Perfect location in city centre
2018-08-13T04:00:00.000Z,23171144,Evelyn,"Oriel was an easy host to deal with, check in and out was straight forward. The apartment is bright and spacious with a good views towards Darling Harbour. If you want to be close to Darling Harbour this place is perfect as its roughly a 5-10minute walk down the road depending on your speed. Its also central enough to walk to The Rocks, Circular Quay, Hyde Park, Sky Tower, and shops, all roughly 20mins and if you're coming home late or with bags of shopping the public transport costs are reasonable. There is traffic noise but not anything I wouldnt expect in such a central city location and the apartment is several stories up so the noise is not excessive.  Overall i wouldnt have any issue recommending the apartment to family/friends. "
2018-08-19T04:00:00.000Z,23171144,Clinton,A fantastic host who made everything easy. Highly recommended.
2018-08-26T04:00:00.000Z,23171144,Kate,"Bigger than expected, this apartment provided the perfect stay for us in Sydney. Handy to everything, lovely outlook to the water and nice and tidy. Oriel responded quickly to any queries and provided a smooth check in/out process. Will be back!"
2018-09-02T04:00:00.000Z,23171144,Jennifer,"Perfect spot! Easy accessible location, close to Darling Harbour and cafes. It was very clean and had amazing views! Was a wonderful weekend!!! Thank you for letting us stay!"
2018-09-08T04:00:00.000Z,23171144,Brian,"Stunning location, very clean and tidy and excellent value for money"
2018-09-13T04:00:00.000Z,23171144,Donghoon,the location was just fabulous. only 5 min walk to Barangaroo and heart of Sidney.Oriel was perfect host with warm heart.however smoke alarm was little bit sensitive. I was just cooking my steak with hoods on with high function but the alarm rang so easily. Otherwise his place was just perfect.
2018-09-16T04:00:00.000Z,23171144,Adam,"We had a great weekend here as an extended family. The oldest was 95 and the youngest 8 months, and everyone was comfortable. Our host organised a cot for our baby and access for the oldies was easy. There's a nice view of Darling Harbour from the lounge/balcony and it's just steps away from Barangaroo, ferries, restaurants, and the city of course."
2018-09-21T04:00:00.000Z,23171144,Trey,Great location! Enjoyed our visit.
2018-09-30T04:00:00.000Z,23171144,Peter,Greta location
2018-10-04T04:00:00.000Z,23171144,Kirsten,Everything you need in a great location. Oriel couldn’t have been more helpful.
2018-10-16T04:00:00.000Z,23171144,Nadine,"This is a great appartement for two couples. Close to everything. Great, quick responses by the host and easy check-in. Recommend without hesitation and would certainly love to stay again. Thank you, Oriel"
2018-10-18T04:00:00.000Z,23171144,Briana,Great location!
2018-10-22T04:00:00.000Z,23171144,Valerie And Jim,We had a wonderful stay in the apartment.  Thank you Oriel for being so patient with us and our paddling group.  We would love to come back again and when next in Sydney will definitely try to book with you again.
2018-10-27T04:00:00.000Z,23171144,Gilda,Great place to stay as well as a great location.  Highly recommend it!!!
2018-10-31T04:00:00.000Z,23171144,Winnie,"The apartment is clean and comfortable, and the host is quick in responding and very helpful"
2018-11-05T05:00:00.000Z,23171144,Jen,"Place is perfectly situated close to everything, building has good, secure set up and the pool was a hit with the kids. Oriel’s communication is excellent and he is very accommodating and provided us with some useful tips- we would definitely use this apartment on a return trip"
2018-11-13T05:00:00.000Z,23171144,Colleen,Great location and view. Oriel was fantastic at communication.
2018-11-14T05:00:00.000Z,23171144,Jack,"Oriel’s place is just as expected, and had everything you could need for a night away!"
2018-11-16T05:00:00.000Z,23171144,Nancy,Oriel’s place was great! Big place had plenty of room for all five of us. Very comfortable.! Wonderful location - easy walk everywhere. Great communication with Oriel too! Had a wonderful vacation :)
2018-11-18T05:00:00.000Z,23171144,Rhys,Excellent location.
2018-11-21T05:00:00.000Z,23171144,Elliott,"Great location (easy walk to just about everything), very accommodating hospitality by Oriel, however the apartment might be a bit tight for 5 people so I would recommend either 4 or less to stay there.  The view from the balcony was very cool as well!  Overall great experience."
2018-11-22T05:00:00.000Z,23171144,Monica,"Great location, tidy and clean modern apartment, very easy access to Darling Harbour area and the inner city. Treat yourselves to lunch at Machiavelli in Clarence street, a three minute walk. Having two separate bathrooms was bonus and view of the harbour from the bedrooms and the living room was lovely. Oriel was excellent with his communication and his check in instructions and the three of us really enjoyed our stay. Thank you!"
2018-11-24T05:00:00.000Z,23171144,Shirley,"A great location in the Sydney CBD, particularly to access Darling Harbour and Harbour Cruises. Comfortable apartment for 4 guests."
2018-11-26T05:00:00.000Z,23171144,Paul,"Great location, spacious and excellent communication by Oriel"
2018-11-28T05:00:00.000Z,23171144,Ye,"Great Location!Oriel is very nice and helpful, the apartment is very clean and comfort and the view was amazing:)"
2018-12-01T05:00:00.000Z,23171144,Cascie,Oriel is a very helpful host who is always willing to come to your aid should you need it.
2018-12-06T05:00:00.000Z,23171144,Julie,"GREAT LOCATION!  Easy walking to downtown attractions/ restaurants, etc. Large space, well appointed. I recommend it without hesitation."
2018-12-07T05:00:00.000Z,23171144,Gerry,Perfect location close to Darling Harbour and an easy walk to Circular Quey and Chinatown. The apartment is spacious and has everything needed for a trip to Sydney. Would definitely stay again!
2018-12-20T05:00:00.000Z,23171144,Narelle,"Oriel is a  wonderful host. He was quick, clear and warm in all his communication.  The apartment is very well equipped and in an absolutely fantastic location within a safe, clean and modern building. Being a frequently used property it is showing some signs of wear but I wouldn't hesitate to book in here again."
2018-12-25T05:00:00.000Z,23171144,Adam,We really enjoyed our time in Sydney. The accommodation was ideally located and exactly as described. We found the accommodation no problem with a 20 minute ride from the airport. An easy 15 minutes walk to the ferry terminal and The Rocks. Thanks again Oriel!
2018-12-29T05:00:00.000Z,23171144,Madison,Fantastic apartment in a great location. Some lovely little touches through out the apartment made us very at home. Will definitely keep this apartment in mind when visiting Sydney again. Thanks Oriel.
2019-01-04T05:00:00.000Z,23171144,Sidney,"Oriel was extremely easy to communicate and accommodated our late check in, extremely clean and location was in walking distance to everything! Would definitely stay here again"
2019-01-07T05:00:00.000Z,23171144,Alex,"Really friendly helpful host, great location, good service."
2019-01-10T05:00:00.000Z,23171144,Blaise,"Spacious, modern apartment in a fantastic location. Wonderful views of the harbour. Communication was excellent. Highly recommended!"
2019-01-15T05:00:00.000Z,23171144,Fernanda,Muy lindo departamento y muy bien ubicado. El anfitrión siempre estuvo a nuestra disposición.
2019-01-17T05:00:00.000Z,23171144,Kari,Clean apartment with a nice view. Public transportation was easy to find and good restaurants nearby.
2019-01-22T05:00:00.000Z,23171144,Penny,A good few days once we arrived although we dealt with Chen and the phone number on the listing does not relate. A bit dated but provided everything described. My husband was getting spiked by the couch in the living area but just had to be careful. It is in walking distance to the Wharfs and the city bus tour bus stop is close by with tickets being purchased on the wharf
2019-01-27T05:00:00.000Z,23171144,Hunter,"Great position,great host we will definitely return to this apartment"
2019-01-30T05:00:00.000Z,23171144,Katrina,"Oriel’s spacious apartment is in a terrific location, just a short walk to Darling Harbour restaurants, harbour tours and water taxis. Plenty of shopping close by at King and George and we found the distance to the Circular Quay area (Sydney Opera House, The Rocks, Botanical Gardens, Sydney Bridge) very walkable. The apartment kitchen had all the amenities we needed and more! I’d recommend Oriel’s place as a great base for touring Sydney. He was very kind to allow us to store our luggage before check-in, which was a huge help. This was our first visit to Sydney, we would definitely come back. :)"
2019-02-04T05:00:00.000Z,23171144,Gary,A great position very central  to transport markets Circular Quay and Darling Harbour.
2019-02-06T05:00:00.000Z,23171144,수정,신속한 피드백과 위치가 좋아서 여행하기 편했어요
2019-02-09T05:00:00.000Z,23171144,Lynne,Great location amenities to share for travelling couples 2 bedroom and bath
2019-02-14T05:00:00.000Z,23171144,Ajit,This place is great location wise and is within walking distance of Sydney’s most popular attractions of Darling Harbour.
2019-02-18T05:00:00.000Z,23171144,Kelsi,"We really enjoyed our stay at Oriel's, it had everything we needed.The location was great, nice and central and close to public transport. Made for a great place to base ourselves, for our first time in Sydney."
2019-02-21T05:00:00.000Z,23171144,Jill,Grateful to the cleaners allowing us to leave our luggage in the room before check in. Apartment in excellent location. Departure delayed as the fire alarm went off and we had to evacuate the building. Not a huge problem for us and better to be safe than sorry but it's a long walk down.
2019-02-24T05:00:00.000Z,23171144,Melissa,Great location and great communication!!
2019-03-04T05:00:00.000Z,23171144,Patti,"This two bedroom apt. Has a nice partial view of water and boats. However, it only sleeps four adults comfortably unless you can sleep in a children’s metal cot with a thin foam pad, both of which were broken when we got there. It took several   texts, frustration and waiting, but we did get a functional cot that night. Having only two nights in Sydney, we didn’t need the aggravation. Also, we were really grossed out by the black mold in the bathroom shower grout lines."
2019-03-06T05:00:00.000Z,23171144,Ian,"Lovely apartment in the heart of the city with view towards Darling Harbour, well presented and clean"
2016-07-11T04:00:00.000Z,13674956,Andrea,"Millie's studio was perfect! Fantastic location, easy walk to the train and amazing views of the bridge. Millie was quick to respond to my questions and very accommodating with my early check in. Would 100% stay her again. Thanks Millie :) "
2016-07-13T04:00:00.000Z,13674956,Savanna,Our stay with Millie was absolutely wonderful. Matched the description with a lovely view of the Harbour Bridge. Very spacious apartment within 5 minutes from Lunar Park. Easy access via train and water ferry. Lovely stay!
2016-07-21T04:00:00.000Z,13674956,Ritchie,"Millie was a wonderful host. The studio was super clean and tidy, and had good wifi and a comfortable bed. Best of all, though, was the amazing view to enjoy from the little balcony. I will definitely recommend to friends."
2016-07-25T04:00:00.000Z,13674956,Daphane,"Millie was a fantastic host! The studio located in the perfect spot - super close to the CBD, but not too close from the hustle and bustle as well. It's only a short 5-10 walk from the train station to the apartment, and the streets are well lit at night so it's safe. Studio itself was clean, neat and comfortable.Will be staying here again if I find myself in Sydney again!"
2016-08-06T04:00:00.000Z,13674956,Chantal,"Fab stay, Millie was so helpful as our plans had changed due to work and flight cancellations but she helped us immensely and was no issues.Absolutely love the location and view wished we could have booked for longer! Perfect home away from home so cosy and homely! Thank you so much for sharing your home enabling us to book it and making our 1st week moving to Sydney so nice!"
2016-08-11T04:00:00.000Z,13674956,Pluie,"Perfect experience! The location, the room, the view, the cereal, the xbox, everything is great! I'll definitely recommend to a friend or book again next time if I'm going to Sydney again. Thank you Millie!"
2016-08-14T04:00:00.000Z,13674956,Bianca,"My daughter and I loved staying at this gorgeous little apartment.  Although the space is small, the furniture and lay out work really well and the place was very tidy.  We felt comfortable in the space, especially because our host went out of her way to make sure we felt welcome. The location is fabulous - close to the train or ferry and within walking distance of the harbour bridge, Luna park, Kirabilli and Wendy's secret garden.  The view from the balcony is gorgeous and we were lucky enough to see fireworks on Saturday night and have some native birds come and visit us in the morning.  Thank you Millie! This is why I love airbnb! "
2016-08-20T04:00:00.000Z,13674956,Olivia,"Great place, helpful host, would highly recommend. "
2016-08-26T04:00:00.000Z,13674956,Kevin,Millie's apartment is just as advertised. Very clean and tidy but it got a bit cold at night due to no heating system. Millie was prepared though and supplied two thick blankets which made up for it. Overall great experience and very close to the opera house and bridge.
2016-09-19T04:00:00.000Z,13674956,Karine,"Great location - so close to the train station, great place - nice, clean and tidy, Millie is a fantastic host.  I will be staying here again. Thanks Millie! "
2016-09-28T04:00:00.000Z,13674956,Odhran,Millie was a wonderful host and all was as described - highly recommended.
2016-10-01T04:00:00.000Z,13674956,Geissy,Millie's place was so pretty and cosy. It's got everything you need. The apartment is also located in a very nice area close to the city and amenities. Every morning you wake up to the harbor bridge view! Millie was also very helpful and flexible to accommodate our needs. She was very easy to talk to and help us feel like home. Definitely a nice place to stay when traveling in Sydney. 
2016-10-10T04:00:00.000Z,13674956,Nick,This was a perfect location for our stay in Sydney. A five minute walk to the harbour bridge and lots of restaurants within minutes of the apartment. Millie was an excellent host and very willing to offer anything we needed. I'd definitely recommend this place to anyone.
2016-10-15T04:00:00.000Z,13674956,Louisa,"Millie was a lovely host, super friendly and great at communicating in the lead up to our stay. The studio is really cute, compact and well designed with some nice touches - coffee machine, emergency toiletries. A great stay, thanks! "
2016-10-17T04:00:00.000Z,13674956,Rodrigo,fantastic place. thanks so much
2016-10-23T04:00:00.000Z,13674956,Marilyn,"Millie's place was as she described it and we found it quite comfortable, everything we needed, a cute little place!  The situation is very convenient, the walk to Kirribilli shops, Milson's Point station and the Nth Sydney ferry was only minutes.  It was wonderful looking at the view over to the Harbour Bridge.  Millie met us on arrival and explained details of her place which was very helpful."
2016-10-23T04:00:00.000Z,13674956,Kevin,Great view great hospitallity...
2016-10-27T04:00:00.000Z,13674956,Shannon,"Lovely studio apartment with a very welcoming host, who ensured all the comforts of home were taken care of, as well as extras such as toiletries and brekky."
2016-10-31T04:00:00.000Z,13674956,Thalia,"Millie was an excellent host and had gone out of her way to make sure we felt welcome. She was always friendly and quick to reply to our questions. Her attention to detail and thoughtfulness included a handy one-page reference card (how to use the coffee machine, where to find the light switches, etc) and some menus from the local takeaway places. The unit was clean and matched it's photos and description. It was a short walk from the train station (easy even with a suitcase) and there was no noise from the train line. We would definitely stay here again. It was like staying at a tidy friend's house.The view is superb. "
2016-11-06T04:00:00.000Z,13674956,Natasha,"So easy to get around with public transport a short walk away, the apartment was really clean & comfy, the view was amazing, Millie was easy to communicate with, I would definitely stay here again."
2016-11-11T05:00:00.000Z,13674956,Joanne Sullivan,"Fabulous apartment, central location, great facilities and million dollar views!Within walking distance to a fabulous array of dining experiences plus the pubs of both Kirribilli and North Sydney! What more could you ask for!"
2016-11-19T05:00:00.000Z,13674956,Kim,"Millie was great at instructing us how to get to her place and everything we needed to know once we were there. The space itself was nice and private. The one downfall is there is a lot of street noise all throughout the night and especially in the early morning when people start to head to work. So if you're a light sleeper, you might want to book elsewhere. "
2016-11-24T05:00:00.000Z,13674956,Julia,Millie's place was the perfect location for our stay in Sydney. Just a few meters to the next bus stop and only a few minutes to train station and harbour bridge. The studio was clean and matched the description and had a great view to the bridge.Would definetly recommend this!
2016-12-01T05:00:00.000Z,13674956,Fiona,"Clear and quick communication with easy instructions for check in/out and how to find Millie's apartment.  Millie's studio had everything I needed for my week in Sydney, and is conveniently located within walking distance to the train, shops and restaurants.  I appreciated Millie's generous sharing of the kitchen equipment and the instructions on the bench made everything easy.  The bed was comfy and the bedding, towels etc. were a convenient touch.  I loved the view too - a wine on the deck watching the bridge light up was just what I needed at the end of each day! "
2016-12-06T05:00:00.000Z,13674956,Khaled,"I stayed in Millie's place with my wife through our short visit to Sydney, and it was a delight. The place is a walking distance to the restaurants and cafes in Kirribilli, and a one train station away from the city. The station is almost 7-minute walk from the building. Millie did her best to make us feel at home. She provided us with many goodies for breakfast, and made sure we get entertained through her movie and game collection.I would definitely recommend Millie's place for anyone visiting Sydney, and I would check it out for availability next time I'm planning to visit."
2016-12-13T05:00:00.000Z,13674956,Cornelius,"Millie provided us with a really cosy apartment in a really awesome area. There are really cool restaurants at the foot of the bridge at Miltons Point. We took the ferry to get there or walked over the bridge. What a fascinating city. And what a spectecular view from Millies apartment. Thanks Millie, we had a great time."
2016-12-21T05:00:00.000Z,13674956,Matt,We loved the apartment and would love to stay there again in the future. The location was great to get to the centre of Sydney and also the ferry system. The view from the balcony was amazing and the apartment was well equipped (even catering for emergency amenities). Millie was always on hand and very quick to reply to our messages. Thanks for being a great host.
2016-12-29T05:00:00.000Z,13674956,Elaine,"We stayed at Millie's place four nights and congratulated ourselves on a good choice, mainly because of the location. It is in North Sydney which puts it into a lower price bracket, but it is a 5-10 minute walk to the North Sydney ferry which takes you right to Circular Quay, which is the public transportation hub and next to the opera house. You can even buy your public transport pass at the little store next to Millie's. Also, the apartment has a balcony with a stunning view of the Sydney Harbour bridge and skyline. These things compensate for the apartment's tiny size and lack of air conditioning. Millie left us with a lot of breakfast food plus coffee and milk. The kitchen was clean and well equipped. The bed converts from a day bed to a double, and even if we had done it correctly it would have required strength and lifting. If you are not young and strong get her to leave the bed set up for you. The apartment is charming and clean but the public areas of the building, including the laundry room, could use freshening, but don't let that put you off. We would stay there again."
2017-01-10T05:00:00.000Z,13674956,Helene,"It was a beautiful stay in this lovely studio, we enjoyed the time there.And Millie is a great host, the conversation was really good!Thanks very much!!"
2017-01-22T05:00:00.000Z,13674956,Rachel,It was super easy to get to places and we loved walking over the bridge every day.
2017-01-26T05:00:00.000Z,13674956,Deborah,"Millie's flat was clean, comfortable and centrally located within short walk to ferry and train and just a couple of stops to city. Also, cafes and shops close by."
2017-02-02T05:00:00.000Z,13674956,Shweta,"Great location, close to public transport and comfortable apartment. Millie was a great and welcoming host."
2017-02-05T05:00:00.000Z,13674956,Nora,Millie's place is just as described. We had a wonderful view from the balcony that we enjoyed having our dinner and breakfast to. Location is great too as it is so near the train station and Milson's point for ferry rides. Definitely happy we made the right choice :)
2017-02-08T05:00:00.000Z,13674956,Yuyue,"Thank you !!!Thank you for your patience, thank you for providing us with such a warm environment!!"
2017-02-14T05:00:00.000Z,13674956,Alec,"Location fantastic, we needed aircon  the fan just did not cope and some place to put our clothes, it is Millies house but we feel she could have made some cupboard and hanging space otherwise really nice"
2017-02-22T05:00:00.000Z,13674956,Mathias,Millie is a good host. Check in and check out was without hassle. Millie was available if we needed her. Thank you Millie!
2017-02-27T05:00:00.000Z,13674956,Alex,"Millie's ""shoebox"" (as she calls it) is an adorable little corner of North Sydney with easy access to trains and buses. Plenty of nearby food and drink, and her recommendations will definitely enhance your stay. Check in/out was easy as could be. Would stay again!"
2017-03-02T05:00:00.000Z,13674956,Wan Lin,good location
2017-03-07T05:00:00.000Z,13674956,Valentin,Lovely studio in north Sydney.
2017-03-12T05:00:00.000Z,13674956,Moritz,Really close to the Harbour Bridge. Liked the clean and cosy room. Easy checkin/checkout. Would come again!
2017-03-15T04:00:00.000Z,13674956,Trudy,Had a lovely stay at Millie's.  Only a 15-20 minute walk to Circular Quay over the Sydney Harbour Bridge.  Very convenient.  Many thanks
2017-03-21T04:00:00.000Z,13674956,Karen,We had a wonderful stay! Millie's studio is really cosy and was perfect for 2 of us. It also has a great view of the Harbour Bridge and was close to public transport. Checking in and out was also really easy. Would recommend and stay again.
2017-03-27T04:00:00.000Z,13674956,Lea,"Millie was a wonderful host - the apartment was clean, well equipped, really cute and well located; Millie communicated well and was flexible with my late check in."
2017-03-30T04:00:00.000Z,13674956,Paula,"Perfect unit, clean, cosy and so handy to all north Sydney has to offer. Millie is a great host, communication was excellent. Definitely recommend and will definitely re-book on my next trip to city. Excellent value"
2017-04-06T04:00:00.000Z,13674956,Sally,"Millie's space is just great! It's such a well designed little unit that it didn't feel small even for 2 for 6 nights. We appreciated the spaces to hang and store clothes and the bathroom shelves. Thanks, Millie!The stunning view has been mentioned several times but we also liked the proximity to Kirribilli and other neighbourhoods like Neutral Point (Thelma & Louise's for food!) also The Cremorne Coastal walk is worth it.Getting in and out of Sydney is a breeze. Lots of eating places nearby.Would highly recommend! "
2017-04-12T04:00:00.000Z,13674956,Kayla,Our stay in Millie's Studio was perfect! The location is very easy to access public transportation or to walk across the bridge. Millie provided detailed notes for her studio and had everything we needed. We would definitely stay here again!
2017-04-18T04:00:00.000Z,13674956,Christopher,"Everything was just great! It is a cozy little apartment near the Sydney center. Clean and you got everything you need for your stay. Public transport is basically in front of your door. Next time we are in Sydney, we would love to come back! Thank you for letting us stay in your home! "
2017-04-22T04:00:00.000Z,13674956,Anna & Michael,We very much enjoyed staying in Millie's lovely and very well presented apartment. It's very easy to get to from the airport/city and in a part of town that's a delight to wander (if you can tear yourself away from the balcony with its view of the Harbour Bridge).
2017-04-30T04:00:00.000Z,13674956,Marija,"Good communication, lovely view and clean homey apartment !"
2017-05-05T04:00:00.000Z,13674956,Koizumi,The room is so cute & good location!I had a breakfast at the balcony & could see the harbur brigde every morning;)And Millie is so kind!I just wanna stay again.and I like SYD more!!
2017-05-10T04:00:00.000Z,13674956,Derek,"Great communication, accurate description of the space, perfect location and full of character. Overall an amazing experience and highly recommended. I will definitely be staying here again when I'm back in Sydney. "
2017-05-13T04:00:00.000Z,13674956,Zosia,"I loved Millie's home! I came to Sydney for work and booked Millie's home for the convenience of having everything close by. I ended up spending an afternoon indoors because it felt so homely and cosy. The bed is super comfortable and it was difficult to get up in the mornings! The view from the balcony is amazing and I loved seeing the city skyline and harbour bridge lit up at night. There was plenty of cafes and restaurants within walking distance and the neighbourhood is beautiful.Millie herself was a wonderful host, very welcoming and accommodating. Communication was great.I cannot recommend this space enough :)"
2017-05-19T04:00:00.000Z,13674956,Murray,"Cozy little space with lots of inclusions and views of the bridge.  Walking distance to North Sydney train station, cafes and restaurants. "
2017-05-22T04:00:00.000Z,13674956,Dominique,"I would highly recommend staying at this place.Millie is an incredible host, so accommodating and very swift with communication.The apartment is the perfect size, tidy and cosy, with a very thoughtful use of space. We looked forward to coming home to the space every day. The view is spectacular just like the photos, with a cute balcony to look over the area.  Staying here was perfect with so many public transport options near by, getting into the city or going to crows nest was too easy.  Attention to detail has been paid to make guests feel so at home here, would definitely stay here again!!"
2017-05-28T04:00:00.000Z,13674956,Adam,"Millie's apartment is very close to the train station and in front of a bus stop. Additionally, there are many little cafes within walking distance. Millie was great at communicating with me prior to the trip to provide me with helpful details regarding the apartment, she made check-in seamless. The apartment was clean, cozy, and had everything we needed - even tea! Thanks for the hospitality."
2017-06-03T04:00:00.000Z,13674956,Sojan,"I really loved millie's apartment , close to all public transport and harbour bridge . Nice view of the sky while in the bed and harbour bridge . Communication with millie was really good. I would recommend this plce and will be back again "
2017-06-12T04:00:00.000Z,13674956,Jen,"Millie's place is an absolute delight. The location is excellent, and although she lives in the apartment when she's not leasing it, it is neat as a pin, well organised and thoughtfully presented. The bed is very comfortable, the bathroom is clean and tidy and the kitchen is very usable. Millie mentions that the place is small, but for a solo traveller it is perfectly perfect. I think two people would also be just fine there. Loved it, and look forward to staying again at some stage."
2017-06-28T04:00:00.000Z,13674956,Boris,"Everything was exactly as promised. It is a small studio, comfortable and clean. It is close to restaurants and public transport that can take you wherever you want to go. Millie's instructions were clear and communication via the app was excellent. Very fast wifi. I never actually met the host in person but I had a very comfortable and pleasant stay. "
2017-07-02T04:00:00.000Z,13674956,Kristina,"The appartment is well situated, just a 10 min walk to catch a picturesque ferry journey to Circular Quay. Inside is really cosy and well designed. The bed was super comfy and Millie was a great host. All in all really enjoyable stay!"
2017-07-10T04:00:00.000Z,13674956,Machete,"Fantastic location, cute little place, has everything you need. We spent 2 nice nights in watching DVDs from Millie's large collection! Would definitely recommend. "
2017-07-16T04:00:00.000Z,13674956,Herve,"Une excellente adresse à Sydney, idéalement placée : à quelques centaines de mètres du train ou du ferry!Que demander de plus? Peut être une coupe de champagne à déguster sur le balcon en admirant au loin( pas si loin!) le Magnifique Harbour Bridge!!! A ne pas rater!!;merci Millie,!!!"
2017-08-03T04:00:00.000Z,13674956,Ebru,"Great stay, lovely apartment with an amazing view of the Sydney harbour bridge"
2017-08-13T04:00:00.000Z,13674956,Mel,"You will love staying at Millie's. The studio was small but perfectly decorated. It well equipped too! The view is priceless really. It's my favorite park of the stay. In terms of convenience, the Bus stop is right outside the property, 12 minutes walk to the train station, and a few minutes to the wharf. Millie as host was nothing but an angel. Check in instructions were spot on, communication was consistent, and very gracious with check in time. I already miss the studio :)... Will definitely stay here again in the future! :)"
2017-08-18T04:00:00.000Z,13674956,Erin,Millie's place was tops. I was in Sydney for work and it felt like coming home every night instead of a sterile hotel suite. I would gladly stay again. So clean and exactly as Mille described. Thanks so much.
2017-09-05T04:00:00.000Z,13674956,Chiara,"Millie's place is perfect for a stay in Sydney.  We walked to Ferry's loved the restaurants in KIRRIBILLI,  really enjoyed our short stay."
2017-09-08T04:00:00.000Z,13674956,Juliette,"Yes, the view is everything you see in that photo, it is not faked, and yes it is to die for. Millie's studio is in a wonderful location, both convenient to shops, restaurants and public transport, yet stylish and glamorous. Both Kirribili/Milsons Point and North Sydney are  10 minute walks away. Her studio apartment is in a fabulous mid-century modern complex and she has arranged and furnished very much in period style with a few quirky popular culture and present day tweaks. It is a light-filled and generous space especially for the solo traveller. Whilst it is in a very busy district, there was not too much traffic disturbance and I could sleep well and comfortably.  Millie was also a thoughtful and generous host, who has excellent clear communication, has worked out simple and efficient processes for check-in and has second guessed the needs of travellers, and catered to them. One felt like a welcomed guest not a paying customer. Thank you and good luck to the talented and creative Millie"
2017-09-17T04:00:00.000Z,13674956,Mark,"Awesome!  Location within about 5 minutes of the train station.  Nice neighborhood...felt like I was ""coming home"" every evening as I walked from the station.  Apartment has everything you need and a great view of the Harbor Bridge from the balcony.  Thanks Millie!"
2017-09-23T04:00:00.000Z,13674956,Laurie,Very convenient
2017-09-30T04:00:00.000Z,13674956,Thao,"This has to be one of the best locations I've been to around Sydney. My partner and I enjoyed the place very much and everything was so convenient for us, especially going out. Her place was well equipped and very clean. Would recommend!"
2017-10-13T04:00:00.000Z,13674956,Marta,"Millie's place is a nice small studio, perfect for 1 person or a couple. It is in a nice neighbourhood, and very well communicated. The apartment was tidy and clean, with spare drawers and part of the closet, so you feel like home. The desk gives an extra space, very useful if you are staying for work. I will definitely stay again here next time I need a place in Sydney."
2017-10-19T04:00:00.000Z,13674956,Bonnie,"A very welcoming place, and conveniently located."
2017-10-27T04:00:00.000Z,13674956,Caroline,"Millie's place was fabulous! It's really central, close to public transport (trains, ferries and buses) and perfect for one or two people. It is cute as a button and super clean. Check in and out was really straight forward and she even provided coffee for her coffee machine. I highly recommend it!"
2017-10-31T04:00:00.000Z,13674956,Ken,"Great place, close from the harbour and train!"
2017-11-07T05:00:00.000Z,13674956,창옥,Super host very good! Her house wonderful and location.
2017-11-16T05:00:00.000Z,13674956,Niamh,"Millie's place is in a great location close to north Sydney, walking distance to the bridge, with a nice view of the bridge from the balcony. Millie is a thoughtful and generous host who was so easy to communicate with, and I would definitely stay here again."
2017-11-22T05:00:00.000Z,13674956,Dena,Great location and great restaurants surrounding Millie’s place!
2017-11-30T05:00:00.000Z,13674956,Jihwan,There was unpleasant gas smell in the house but Millie tried to solve the issue.
2017-12-02T05:00:00.000Z,13674956,Jessica,great
2017-12-15T05:00:00.000Z,13674956,Daniel,"Beautiful view, great central location with Milsons Point station just a few minutes walk away.Charming place that had everything that was needed to make the stay a very good experience!Communication with host was quick and easy, Millie seems like a lovely person.Would recommend! :)"
2017-12-18T05:00:00.000Z,13674956,Alex,"Millie's apartment is really nice. It's neat and tidy, and while small, is well laid out and comfortable. The view from the balcony is quite pretty, as you can see the top of the Harbour Bridge."
2017-12-25T05:00:00.000Z,13674956,Raffa,great Appartment:) we had an awesome stay :)
2018-01-04T05:00:00.000Z,13674956,Paris,"We stayed at Millie's apartment for a few nights and can highly recommend it! It's in an excellent location (very close to public transport, cafes, supermarkets etc) with an equally excellent view out over the Harbour bridge. The apartment is very comfortable and great to come back to after a busy day exploring. A great place to stay!"
